Year,2W,3W,4W/LMV,Bus,Goods,Other
2019,11.551528878822197,81.87995469988675,2.0385050962627407,4.530011325028313,0.0,0.0
2020,7.57020757020757,78.63247863247864,13.797313797313798,0.0,0.0,0.0
2021,61.63552148219134,34.38747803865198,1.070116594793164,2.890911994888995,0.015971889474524836,0.0
2022,76.1759652478361,21.849774694459754,0.5997341718805719,1.374525885823581,0.0,0.0
2023,64.50283523680217,28.076032265793465,7.262998163086015,0.07986582541330564,0.07826850890503953,0.0
2024,67.58833770978421,21.893909122045898,10.080345929900673,0.01213038018038589,0.42527685808882293,0.0
2025,45.959461398151376,42.44666243108642,11.347939253581456,0.004508843481646957,0.1877318467813006,0.05369622691779558
2026,35.86962675687534,56.37322897057366,7.314829231008761,0.013800229296117536,0.42851481224611115,0.0
