State,Date,Vehicle Category,Registrations
TN,2020-11-01,OTHER THAN MENTIONED ABOVE,0
TN,2020-11-01,THREE WHEELER (Invalid Carriage),0
TN,2020-11-01,THREE WHEELER(NT),0
TN,2020-11-01,THREE WHEELER(T),0
TN,2020-11-01,TWO WHEELER (Invalid Carriage),0
TN,2020-11-01,TWO WHEELER(NT),155
TN,2020-11-01,TWO WHEELER(T),0
TN,2020-12-01,FOUR WHEELER (Invalid Carriage),0
TN,2020-12-01,HEAVY GOODS VEHICLE,0
TN,2020-12-01,HEAVY MOTOR VEHICLE,0
TN,2020-12-01,HEAVY PASSENGER VEHICLE,0
TN,2020-12-01,LIGHT GOODS VEHICLE,0
TN,2020-12-01,LIGHT MOTOR VEHICLE,49
TN,2020-12-01,LIGHT PASSENGER VEHICLE,0
TN,2020-12-01,MEDIUM GOODS VEHICLE,0
TN,2020-12-01,MEDIUM MOTOR VEHICLE,0
TN,2020-12-01,MEDIUM PASSENGER VEHICLE,0
TN,2020-12-01,OTHER THAN MENTIONED ABOVE,0
TN,2020-12-01,THREE WHEELER (Invalid Carriage),0
TN,2020-12-01,THREE WHEELER(NT),1
TN,2020-12-01,THREE WHEELER(T),0
TN,2020-12-01,TWO WHEELER (Invalid Carriage),0
TN,2020-12-01,TWO WHEELER(NT),247
TN,2020-12-01,TWO WHEELER(T),0
TN,2021-01-01,FOUR WHEELER (Invalid Carriage),0
TN,2021-01-01,HEAVY GOODS VEHICLE,0
TN,2021-01-01,HEAVY MOTOR VEHICLE,0
TN,2021-01-01,HEAVY PASSENGER VEHICLE,0
TN,2021-01-01,LIGHT GOODS VEHICLE,0
TN,2021-01-01,LIGHT MOTOR VEHICLE,56
TN,2021-01-01,LIGHT PASSENGER VEHICLE,0
TN,2021-01-01,MEDIUM GOODS VEHICLE,0
TN,2021-01-01,MEDIUM MOTOR VEHICLE,0
TN,2021-01-01,MEDIUM PASSENGER VEHICLE,0
TN,2021-01-01,OTHER THAN MENTIONED ABOVE,0
TN,2021-01-01,THREE WHEELER (Invalid Carriage),0
TN,2021-01-01,THREE WHEELER(NT),0
TN,2021-01-01,THREE WHEELER(T),1
TN,2021-01-01,TWO WHEELER (Invalid Carriage),0
TN,2021-01-01,TWO WHEELER(NT),238
TN,2021-01-01,TWO WHEELER(T),0
TN,2021-02-01,FOUR WHEELER (Invalid Carriage),0
TN,2021-02-01,HEAVY GOODS VEHICLE,0
TN,2021-02-01,HEAVY MOTOR VEHICLE,0
TN,2021-02-01,HEAVY PASSENGER VEHICLE,0
TN,2021-02-01,LIGHT GOODS VEHICLE,0
TN,2021-02-01,LIGHT MOTOR VEHICLE,48
TN,2021-02-01,LIGHT PASSENGER VEHICLE,0
TN,2021-02-01,MEDIUM GOODS VEHICLE,0
TN,2021-02-01,MEDIUM MOTOR VEHICLE,0
TN,2021-02-01,MEDIUM PASSENGER VEHICLE,0
TN,2021-02-01,OTHER THAN MENTIONED ABOVE,0
TN,2021-02-01,THREE WHEELER (Invalid Carriage),0
TN,2021-02-01,THREE WHEELER(NT),0
TN,2021-02-01,THREE WHEELER(T),1201
TN,2021-02-01,TWO WHEELER (Invalid Carriage),0
TN,2021-02-01,TWO WHEELER(NT),315
TN,2021-02-01,TWO WHEELER(T),0
TN,2021-03-01,FOUR WHEELER (Invalid Carriage),0
TN,2021-03-01,HEAVY GOODS VEHICLE,0
TN,2021-03-01,HEAVY MOTOR VEHICLE,0
TN,2021-03-01,HEAVY PASSENGER VEHICLE,0
TN,2021-03-01,LIGHT GOODS VEHICLE,1
TN,2021-03-01,LIGHT MOTOR VEHICLE,63
TN,2021-03-01,LIGHT PASSENGER VEHICLE,1
TN,2021-03-01,MEDIUM GOODS VEHICLE,0
TN,2021-03-01,MEDIUM MOTOR VEHICLE,0
TN,2021-03-01,MEDIUM PASSENGER VEHICLE,0
TN,2021-03-01,OTHER THAN MENTIONED ABOVE,0
TN,2021-03-01,THREE WHEELER (Invalid Carriage),0
TN,2021-03-01,THREE WHEELER(NT),0
TN,2021-03-01,THREE WHEELER(T),1523
TN,2021-03-01,TWO WHEELER (Invalid Carriage),1
TN,2021-03-01,TWO WHEELER(NT),503
TN,2021-03-01,TWO WHEELER(T),0
TN,2021-04-01,FOUR WHEELER (Invalid Carriage),0
TN,2021-04-01,HEAVY GOODS VEHICLE,0
TN,2021-04-01,HEAVY MOTOR VEHICLE,0
TN,2021-04-01,HEAVY PASSENGER VEHICLE,0
TN,2021-04-01,LIGHT GOODS VEHICLE,0
TN,2021-04-01,LIGHT MOTOR VEHICLE,67
TN,2021-04-01,LIGHT PASSENGER VEHICLE,0
TN,2021-04-01,MEDIUM GOODS VEHICLE,0
TN,2021-04-01,MEDIUM MOTOR VEHICLE,0
TN,2021-04-01,MEDIUM PASSENGER VEHICLE,0
TN,2021-04-01,OTHER THAN MENTIONED ABOVE,0
TN,2021-04-01,THREE WHEELER (Invalid Carriage),0
TN,2021-04-01,THREE WHEELER(NT),0
TN,2021-04-01,THREE WHEELER(T),119
TN,2021-04-01,TWO WHEELER (Invalid Carriage),0
TN,2021-04-01,TWO WHEELER(NT),368
TN,2021-04-01,TWO WHEELER(T),0
TN,2021-05-01,FOUR WHEELER (Invalid Carriage),0
TN,2021-05-01,HEAVY GOODS VEHICLE,0
TN,2021-05-01,HEAVY MOTOR VEHICLE,0
TN,2021-05-01,HEAVY PASSENGER VEHICLE,0
TN,2021-05-01,LIGHT GOODS VEHICLE,0
TN,2021-05-01,LIGHT MOTOR VEHICLE,14
TN,2021-05-01,LIGHT PASSENGER VEHICLE,0
TN,2021-05-01,MEDIUM GOODS VEHICLE,0
TN,2021-05-01,MEDIUM MOTOR VEHICLE,0
TN,2021-05-01,MEDIUM PASSENGER VEHICLE,0
TN,2021-05-01,OTHER THAN MENTIONED ABOVE,0
TN,2021-05-01,THREE WHEELER (Invalid Carriage),0
TN,2021-05-01,THREE WHEELER(NT),0
TN,2021-05-01,THREE WHEELER(T),21
TN,2021-05-01,TWO WHEELER (Invalid Carriage),0
TN,2021-05-01,TWO WHEELER(NT),55
TN,2021-05-01,TWO WHEELER(T),0
TN,2021-06-01,FOUR WHEELER (Invalid Carriage),0
TN,2021-06-01,HEAVY GOODS VEHICLE,0
TN,2021-06-01,HEAVY MOTOR VEHICLE,0
TN,2021-06-01,HEAVY PASSENGER VEHICLE,0
TN,2021-06-01,LIGHT GOODS VEHICLE,1
TN,2021-06-01,LIGHT MOTOR VEHICLE,33
TN,2021-06-01,LIGHT PASSENGER VEHICLE,0
TN,2021-06-01,MEDIUM GOODS VEHICLE,0
TN,2021-06-01,MEDIUM MOTOR VEHICLE,0
TN,2021-06-01,MEDIUM PASSENGER VEHICLE,0
TN,2021-06-01,OTHER THAN MENTIONED ABOVE,0
TN,2021-06-01,THREE WHEELER (Invalid Carriage),0
TN,2021-06-01,THREE WHEELER(NT),0
TN,2021-06-01,THREE WHEELER(T),56
TN,2021-06-01,TWO WHEELER (Invalid Carriage),0
TN,2021-06-01,TWO WHEELER(NT),129
TN,2021-06-01,TWO WHEELER(T),0
TN,2021-07-01,FOUR WHEELER (Invalid Carriage),0
TN,2021-07-01,HEAVY GOODS VEHICLE,0
TN,2021-07-01,HEAVY MOTOR VEHICLE,0
TN,2021-07-01,HEAVY PASSENGER VEHICLE,0
TN,2021-07-01,LIGHT GOODS VEHICLE,1
TN,2021-07-01,LIGHT MOTOR VEHICLE,77
TN,2021-07-01,LIGHT PASSENGER VEHICLE,0
TN,2021-07-01,MEDIUM GOODS VEHICLE,0
TN,2021-07-01,MEDIUM MOTOR VEHICLE,0
TN,2021-07-01,MEDIUM PASSENGER VEHICLE,0
TN,2021-07-01,OTHER THAN MENTIONED ABOVE,0
TN,2021-07-01,THREE WHEELER (Invalid Carriage),0
TN,2021-07-01,THREE WHEELER(NT),0
TN,2021-07-01,THREE WHEELER(T),8
TN,2021-07-01,TWO WHEELER (Invalid Carriage),0
TN,2021-07-01,TWO WHEELER(NT),643
TN,2021-07-01,TWO WHEELER(T),0
TN,2021-08-01,FOUR WHEELER (Invalid Carriage),0
TN,2021-08-01,HEAVY GOODS VEHICLE,0
TN,2021-08-01,HEAVY MOTOR VEHICLE,0
TN,2021-08-01,HEAVY PASSENGER VEHICLE,0
TN,2021-08-01,LIGHT GOODS VEHICLE,0
TN,2021-08-01,LIGHT MOTOR VEHICLE,74
TN,2021-08-01,LIGHT PASSENGER VEHICLE,1
TN,2021-08-01,MEDIUM GOODS VEHICLE,0
TN,2021-08-01,MEDIUM MOTOR VEHICLE,0
TN,2021-08-01,MEDIUM PASSENGER VEHICLE,0
TN,2021-08-01,OTHER THAN MENTIONED ABOVE,0
TN,2021-08-01,THREE WHEELER (Invalid Carriage),0
TN,2021-08-01,THREE WHEELER(NT),0
TN,2021-08-01,THREE WHEELER(T),54
TN,2021-08-01,TWO WHEELER (Invalid Carriage),0
TN,2021-08-01,TWO WHEELER(NT),535
TN,2021-08-01,TWO WHEELER(T),0
TN,2021-09-01,FOUR WHEELER (Invalid Carriage),0
TN,2021-09-01,HEAVY GOODS VEHICLE,0
TN,2021-09-01,HEAVY MOTOR VEHICLE,0
TN,2021-09-01,HEAVY PASSENGER VEHICLE,0
TN,2021-09-01,LIGHT GOODS VEHICLE,1
TN,2021-09-01,LIGHT MOTOR VEHICLE,91
TN,2021-09-01,LIGHT PASSENGER VEHICLE,0
TN,2021-09-01,MEDIUM GOODS VEHICLE,0
TN,2021-09-01,MEDIUM MOTOR VEHICLE,0
TN,2021-09-01,MEDIUM PASSENGER VEHICLE,0
TN,2021-09-01,OTHER THAN MENTIONED ABOVE,0
TN,2021-09-01,THREE WHEELER (Invalid Carriage),0
TN,2021-09-01,THREE WHEELER(NT),0
TN,2021-09-01,THREE WHEELER(T),30
TN,2021-09-01,TWO WHEELER (Invalid Carriage),0
TN,2021-09-01,TWO WHEELER(NT),1700
TN,2021-09-01,TWO WHEELER(T),0
TN,2021-10-01,FOUR WHEELER (Invalid Carriage),0
TN,2021-10-01,HEAVY GOODS VEHICLE,0
TN,2021-10-01,HEAVY MOTOR VEHICLE,0
TN,2021-10-01,HEAVY PASSENGER VEHICLE,0
TN,2021-10-01,LIGHT GOODS VEHICLE,2
TN,2021-10-01,LIGHT MOTOR VEHICLE,98
TN,2021-10-01,LIGHT PASSENGER VEHICLE,5
TN,2021-10-01,MEDIUM GOODS VEHICLE,0
TN,2021-10-01,MEDIUM MOTOR VEHICLE,0
TN,2021-10-01,MEDIUM PASSENGER VEHICLE,0
TN,2021-10-01,OTHER THAN MENTIONED ABOVE,0
TN,2021-10-01,THREE WHEELER (Invalid Carriage),0
TN,2021-10-01,THREE WHEELER(NT),0
TN,2021-10-01,THREE WHEELER(T),11
TN,2021-10-01,TWO WHEELER (Invalid Carriage),0
TN,2021-10-01,TWO WHEELER(NT),2402
TN,2021-10-01,TWO WHEELER(T),0
TN,2021-11-01,FOUR WHEELER (Invalid Carriage),0
TN,2021-11-01,HEAVY GOODS VEHICLE,0
TN,2021-11-01,HEAVY MOTOR VEHICLE,0
TN,2021-11-01,HEAVY PASSENGER VEHICLE,0
TN,2021-11-01,LIGHT GOODS VEHICLE,1
TN,2021-11-01,LIGHT MOTOR VEHICLE,98
TN,2021-11-01,LIGHT PASSENGER VEHICLE,0
TN,2021-11-01,MEDIUM GOODS VEHICLE,0
TN,2021-11-01,MEDIUM MOTOR VEHICLE,0
TN,2021-11-01,MEDIUM PASSENGER VEHICLE,0
TN,2021-11-01,OTHER THAN MENTIONED ABOVE,0
TN,2021-11-01,THREE WHEELER (Invalid Carriage),0
TN,2021-11-01,THREE WHEELER(NT),0
TN,2021-11-01,THREE WHEELER(T),17
TN,2021-11-01,TWO WHEELER (Invalid Carriage),0
TN,2021-11-01,TWO WHEELER(NT),2803
TN,2021-11-01,TWO WHEELER(T),0
TN,2021-12-01,FOUR WHEELER (Invalid Carriage),1
TN,2021-12-01,HEAVY GOODS VEHICLE,0
TN,2021-12-01,HEAVY MOTOR VEHICLE,0
TN,2021-12-01,HEAVY PASSENGER VEHICLE,0
TN,2021-12-01,LIGHT GOODS VEHICLE,1
TN,2021-12-01,LIGHT MOTOR VEHICLE,111
TN,2021-12-01,LIGHT PASSENGER VEHICLE,0
TN,2021-12-01,MEDIUM GOODS VEHICLE,0
TN,2021-12-01,MEDIUM MOTOR VEHICLE,0
TN,2021-12-01,MEDIUM PASSENGER VEHICLE,0
TN,2021-12-01,OTHER THAN MENTIONED ABOVE,0
TN,2021-12-01,THREE WHEELER (Invalid Carriage),0
TN,2021-12-01,THREE WHEELER(NT),1
TN,2021-12-01,THREE WHEELER(T),79
TN,2021-12-01,TWO WHEELER (Invalid Carriage),0
TN,2021-12-01,TWO WHEELER(NT),3133
TN,2021-12-01,TWO WHEELER(T),0
TN,2022-01-01,FOUR WHEELER (Invalid Carriage),0
TN,2022-01-01,HEAVY GOODS VEHICLE,0
TN,2022-01-01,HEAVY MOTOR VEHICLE,0
TN,2022-01-01,HEAVY PASSENGER VEHICLE,0
TN,2022-01-01,LIGHT GOODS VEHICLE,1
TN,2022-01-01,LIGHT MOTOR VEHICLE,110
TN,2022-01-01,LIGHT PASSENGER VEHICLE,1
TN,2022-01-01,MEDIUM GOODS VEHICLE,0
TN,2022-01-01,MEDIUM MOTOR VEHICLE,0
TN,2022-01-01,MEDIUM PASSENGER VEHICLE,0
TN,2022-01-01,OTHER THAN MENTIONED ABOVE,0
TN,2022-01-01,THREE WHEELER (Invalid Carriage),0
TN,2022-01-01,THREE WHEELER(NT),0
TN,2022-01-01,THREE WHEELER(T),14
TN,2022-01-01,TWO WHEELER (Invalid Carriage),0
TN,2022-01-01,TWO WHEELER(NT),4222
TN,2022-01-01,TWO WHEELER(T),0
TN,2022-02-01,FOUR WHEELER (Invalid Carriage),0
TN,2022-02-01,HEAVY GOODS VEHICLE,0
TN,2022-02-01,HEAVY MOTOR VEHICLE,0
TN,2022-02-01,HEAVY PASSENGER VEHICLE,0
TN,2022-02-01,LIGHT GOODS VEHICLE,4
TN,2022-02-01,LIGHT MOTOR VEHICLE,123
TN,2022-02-01,LIGHT PASSENGER VEHICLE,1
TN,2022-02-01,MEDIUM GOODS VEHICLE,0
TN,2022-02-01,MEDIUM MOTOR VEHICLE,0
TN,2022-02-01,MEDIUM PASSENGER VEHICLE,0
TN,2022-02-01,OTHER THAN MENTIONED ABOVE,0
TN,2022-02-01,THREE WHEELER (Invalid Carriage),0
TN,2022-02-01,THREE WHEELER(NT),1
TN,2022-02-01,THREE WHEELER(T),89
TN,2022-02-01,TWO WHEELER (Invalid Carriage),0
TN,2022-02-01,TWO WHEELER(NT),4367
TN,2022-02-01,TWO WHEELER(T),0
TN,2022-03-01,FOUR WHEELER (Invalid Carriage),0
TN,2022-03-01,HEAVY GOODS VEHICLE,0
TN,2022-03-01,HEAVY MOTOR VEHICLE,0
TN,2022-03-01,HEAVY PASSENGER VEHICLE,0
TN,2022-03-01,LIGHT GOODS VEHICLE,7
TN,2022-03-01,LIGHT MOTOR VEHICLE,151
TN,2022-03-01,LIGHT PASSENGER VEHICLE,0
TN,2022-03-01,MEDIUM GOODS VEHICLE,0
TN,2022-03-01,MEDIUM MOTOR VEHICLE,0
TN,2022-03-01,MEDIUM PASSENGER VEHICLE,0
TN,2022-03-01,OTHER THAN MENTIONED ABOVE,0
TN,2022-03-01,THREE WHEELER (Invalid Carriage),0
TN,2022-03-01,THREE WHEELER(NT),1
TN,2022-03-01,THREE WHEELER(T),140
TN,2022-03-01,TWO WHEELER (Invalid Carriage),0
TN,2022-03-01,TWO WHEELER(NT),7691
TN,2022-03-01,TWO WHEELER(T),0
TN,2022-04-01,FOUR WHEELER (Invalid Carriage),0
TN,2022-04-01,HEAVY GOODS VEHICLE,0
TN,2022-04-01,HEAVY MOTOR VEHICLE,0
TN,2022-04-01,HEAVY PASSENGER VEHICLE,0
TN,2022-04-01,LIGHT GOODS VEHICLE,4
TN,2022-04-01,LIGHT MOTOR VEHICLE,140
TN,2022-04-01,LIGHT PASSENGER VEHICLE,0
TN,2022-04-01,MEDIUM GOODS VEHICLE,0
TN,2022-04-01,MEDIUM MOTOR VEHICLE,0
TN,2022-04-01,MEDIUM PASSENGER VEHICLE,0
TN,2022-04-01,OTHER THAN MENTIONED ABOVE,0
TN,2022-04-01,THREE WHEELER (Invalid Carriage),0
TN,2022-04-01,THREE WHEELER(NT),1
TN,2022-04-01,THREE WHEELER(T),124
TN,2022-04-01,TWO WHEELER (Invalid Carriage),0
TN,2022-04-01,TWO WHEELER(NT),5414
TN,2022-04-01,TWO WHEELER(T),0
TN,2022-05-01,FOUR WHEELER (Invalid Carriage),0
TN,2022-05-01,HEAVY GOODS VEHICLE,0
TN,2022-05-01,HEAVY MOTOR VEHICLE,0
TN,2022-05-01,HEAVY PASSENGER VEHICLE,0
TN,2022-05-01,LIGHT GOODS VEHICLE,7
TN,2022-05-01,LIGHT MOTOR VEHICLE,180
TN,2022-05-01,LIGHT PASSENGER VEHICLE,5
TN,2022-05-01,MEDIUM GOODS VEHICLE,0
TN,2022-05-01,MEDIUM MOTOR VEHICLE,0
TN,2022-05-01,MEDIUM PASSENGER VEHICLE,0
TN,2022-05-01,OTHER THAN MENTIONED ABOVE,0
TN,2022-05-01,THREE WHEELER (Invalid Carriage),0
TN,2022-05-01,THREE WHEELER(NT),0
TN,2022-05-01,THREE WHEELER(T),15
TN,2022-05-01,TWO WHEELER (Invalid Carriage),0
TN,2022-05-01,TWO WHEELER(NT),3618
TN,2022-05-01,TWO WHEELER(T),0
TN,2022-06-01,FOUR WHEELER (Invalid Carriage),0
TN,2022-06-01,HEAVY GOODS VEHICLE,0
TN,2022-06-01,HEAVY MOTOR VEHICLE,0
TN,2022-06-01,HEAVY PASSENGER VEHICLE,0
TN,2022-06-01,LIGHT GOODS VEHICLE,2
TN,2022-06-01,LIGHT MOTOR VEHICLE,179
TN,2022-06-01,LIGHT PASSENGER VEHICLE,2
TN,2022-06-01,MEDIUM GOODS VEHICLE,0
TN,2022-06-01,MEDIUM MOTOR VEHICLE,0
TN,2022-06-01,MEDIUM PASSENGER VEHICLE,0
TN,2022-06-01,OTHER THAN MENTIONED ABOVE,0
TN,2022-06-01,THREE WHEELER (Invalid Carriage),0
TN,2022-06-01,THREE WHEELER(NT),2
TN,2022-06-01,THREE WHEELER(T),437
TN,2022-06-01,TWO WHEELER (Invalid Carriage),0
TN,2022-06-01,TWO WHEELER(NT),3743
TN,2022-06-01,TWO WHEELER(T),0
TN,2022-07-01,FOUR WHEELER (Invalid Carriage),0
TN,2022-07-01,HEAVY GOODS VEHICLE,0
TN,2022-07-01,HEAVY MOTOR VEHICLE,0
TN,2022-07-01,HEAVY PASSENGER VEHICLE,0
TN,2022-07-01,LIGHT GOODS VEHICLE,7
TN,2022-07-01,LIGHT MOTOR VEHICLE,155
TN,2022-07-01,LIGHT PASSENGER VEHICLE,6
TN,2022-07-01,MEDIUM GOODS VEHICLE,0
TN,2022-07-01,MEDIUM MOTOR VEHICLE,0
TN,2022-07-01,MEDIUM PASSENGER VEHICLE,0
TN,2022-07-01,OTHER THAN MENTIONED ABOVE,0
TN,2022-07-01,THREE WHEELER (Invalid Carriage),0
TN,2022-07-01,THREE WHEELER(NT),2
TN,2022-07-01,THREE WHEELER(T),100
TN,2022-07-01,TWO WHEELER (Invalid Carriage),0
TN,2022-07-01,TWO WHEELER(NT),4125
TN,2022-07-01,TWO WHEELER(T),0
TN,2022-08-01,FOUR WHEELER (Invalid Carriage),0
TN,2022-08-01,HEAVY GOODS VEHICLE,0
TN,2022-08-01,HEAVY MOTOR VEHICLE,0
TN,2022-08-01,HEAVY PASSENGER VEHICLE,0
TN,2022-08-01,LIGHT GOODS VEHICLE,5
TN,2022-08-01,LIGHT MOTOR VEHICLE,166
TN,2022-08-01,LIGHT PASSENGER VEHICLE,0
TN,2022-08-01,MEDIUM GOODS VEHICLE,0
TN,2022-08-01,MEDIUM MOTOR VEHICLE,0
TN,2022-08-01,MEDIUM PASSENGER VEHICLE,0
TN,2022-08-01,OTHER THAN MENTIONED ABOVE,0
TN,2022-08-01,THREE WHEELER (Invalid Carriage),0
TN,2022-08-01,THREE WHEELER(NT),0
TN,2022-08-01,THREE WHEELER(T),133
TN,2022-08-01,TWO WHEELER (Invalid Carriage),0
TN,2022-08-01,TWO WHEELER(NT),5127
TN,2022-08-01,TWO WHEELER(T),0
TN,2022-09-01,FOUR WHEELER (Invalid Carriage),0
TN,2022-09-01,HEAVY GOODS VEHICLE,0
TN,2022-09-01,HEAVY MOTOR VEHICLE,0
TN,2022-09-01,HEAVY PASSENGER VEHICLE,0
TN,2022-09-01,LIGHT GOODS VEHICLE,5
TN,2022-09-01,LIGHT MOTOR VEHICLE,197
TN,2022-09-01,LIGHT PASSENGER VEHICLE,9
TN,2022-09-01,MEDIUM GOODS VEHICLE,0
TN,2022-09-01,MEDIUM MOTOR VEHICLE,0
TN,2022-09-01,MEDIUM PASSENGER VEHICLE,0
TN,2022-09-01,OTHER THAN MENTIONED ABOVE,0
TN,2022-09-01,THREE WHEELER (Invalid Carriage),0
TN,2022-09-01,THREE WHEELER(NT),1
TN,2022-09-01,THREE WHEELER(T),28
TN,2022-09-01,TWO WHEELER (Invalid Carriage),0
TN,2022-09-01,TWO WHEELER(NT),5005
TN,2022-09-01,TWO WHEELER(T),0
TN,2022-10-01,FOUR WHEELER (Invalid Carriage),0
TN,2022-10-01,HEAVY GOODS VEHICLE,0
TN,2022-10-01,HEAVY MOTOR VEHICLE,0
TN,2022-10-01,HEAVY PASSENGER VEHICLE,0
TN,2022-10-01,LIGHT GOODS VEHICLE,3
TN,2022-10-01,LIGHT MOTOR VEHICLE,165
TN,2022-10-01,LIGHT PASSENGER VEHICLE,1
TN,2022-10-01,MEDIUM GOODS VEHICLE,0
TN,2022-10-01,MEDIUM MOTOR VEHICLE,0
TN,2022-10-01,MEDIUM PASSENGER VEHICLE,0
TN,2022-10-01,OTHER THAN MENTIONED ABOVE,0
TN,2022-10-01,THREE WHEELER (Invalid Carriage),0
TN,2022-10-01,THREE WHEELER(NT),0
TN,2022-10-01,THREE WHEELER(T),28
TN,2022-10-01,TWO WHEELER (Invalid Carriage),0
TN,2022-10-01,TWO WHEELER(NT),5488
TN,2022-10-01,TWO WHEELER(T),0
TN,2022-11-01,FOUR WHEELER (Invalid Carriage),0
TN,2022-11-01,HEAVY GOODS VEHICLE,0
TN,2022-11-01,HEAVY MOTOR VEHICLE,0
TN,2022-11-01,HEAVY PASSENGER VEHICLE,0
TN,2022-11-01,LIGHT GOODS VEHICLE,10
TN,2022-11-01,LIGHT MOTOR VEHICLE,295
TN,2022-11-01,LIGHT PASSENGER VEHICLE,1
TN,2022-11-01,MEDIUM GOODS VEHICLE,0
TN,2022-11-01,MEDIUM MOTOR VEHICLE,0
TN,2022-11-01,MEDIUM PASSENGER VEHICLE,0
TN,2022-11-01,OTHER THAN MENTIONED ABOVE,0
TN,2022-11-01,THREE WHEELER (Invalid Carriage),0
TN,2022-11-01,THREE WHEELER(NT),0
TN,2022-11-01,THREE WHEELER(T),30
TN,2022-11-01,TWO WHEELER (Invalid Carriage),0
TN,2022-11-01,TWO WHEELER(NT),7203
TN,2022-11-01,TWO WHEELER(T),0
TN,2022-12-01,FOUR WHEELER (Invalid Carriage),0
TN,2022-12-01,HEAVY GOODS VEHICLE,0
TN,2022-12-01,HEAVY MOTOR VEHICLE,0
TN,2022-12-01,HEAVY PASSENGER VEHICLE,0
TN,2022-12-01,LIGHT GOODS VEHICLE,5
TN,2022-12-01,LIGHT MOTOR VEHICLE,311
TN,2022-12-01,LIGHT PASSENGER VEHICLE,1
TN,2022-12-01,MEDIUM GOODS VEHICLE,0
TN,2022-12-01,MEDIUM MOTOR VEHICLE,0
TN,2022-12-01,MEDIUM PASSENGER VEHICLE,0
TN,2022-12-01,OTHER THAN MENTIONED ABOVE,0
TN,2022-12-01,THREE WHEELER (Invalid Carriage),0
TN,2022-12-01,THREE WHEELER(NT),1
TN,2022-12-01,THREE WHEELER(T),33
TN,2022-12-01,TWO WHEELER (Invalid Carriage),0
TN,2022-12-01,TWO WHEELER(NT),4897
TN,2022-12-01,TWO WHEELER(T),0
TN,2023-01-01,FOUR WHEELER (Invalid Carriage),0
TN,2023-01-01,HEAVY GOODS VEHICLE,0
TN,2023-01-01,HEAVY MOTOR VEHICLE,0
TN,2023-01-01,HEAVY PASSENGER VEHICLE,0
TN,2023-01-01,LIGHT GOODS VEHICLE,9
TN,2023-01-01,LIGHT MOTOR VEHICLE,187
TN,2023-01-01,LIGHT PASSENGER VEHICLE,0
TN,2023-01-01,MEDIUM GOODS VEHICLE,0
TN,2023-01-01,MEDIUM MOTOR VEHICLE,0
TN,2023-01-01,MEDIUM PASSENGER VEHICLE,0
TN,2023-01-01,OTHER THAN MENTIONED ABOVE,0
TN,2023-01-01,THREE WHEELER (Invalid Carriage),0
TN,2023-01-01,THREE WHEELER(NT),0
TN,2023-01-01,THREE WHEELER(T),27
TN,2023-01-01,TWO WHEELER (Invalid Carriage),0
TN,2023-01-01,TWO WHEELER(NT),5335
TN,2023-01-01,TWO WHEELER(T),0
TN,2023-02-01,FOUR WHEELER (Invalid Carriage),0
TN,2023-02-01,HEAVY GOODS VEHICLE,0
TN,2023-02-01,HEAVY MOTOR VEHICLE,0
TN,2023-02-01,HEAVY PASSENGER VEHICLE,0
TN,2023-02-01,LIGHT GOODS VEHICLE,3
TN,2023-02-01,LIGHT MOTOR VEHICLE,284
TN,2023-02-01,LIGHT PASSENGER VEHICLE,0
TN,2023-02-01,MEDIUM GOODS VEHICLE,0
TN,2023-02-01,MEDIUM MOTOR VEHICLE,0
TN,2023-02-01,MEDIUM PASSENGER VEHICLE,0
TN,2023-02-01,OTHER THAN MENTIONED ABOVE,0
TN,2023-02-01,THREE WHEELER (Invalid Carriage),0
TN,2023-02-01,THREE WHEELER(NT),0
TN,2023-02-01,THREE WHEELER(T),32
TN,2023-02-01,TWO WHEELER (Invalid Carriage),0
TN,2023-02-01,TWO WHEELER(NT),6555
TN,2023-02-01,TWO WHEELER(T),0
TN,2023-03-01,FOUR WHEELER (Invalid Carriage),0
TN,2023-03-01,HEAVY GOODS VEHICLE,0
TN,2023-03-01,HEAVY MOTOR VEHICLE,0
TN,2023-03-01,HEAVY PASSENGER VEHICLE,0
TN,2023-03-01,LIGHT GOODS VEHICLE,4
TN,2023-03-01,LIGHT MOTOR VEHICLE,532
TN,2023-03-01,LIGHT PASSENGER VEHICLE,0
TN,2023-03-01,MEDIUM GOODS VEHICLE,0
TN,2023-03-01,MEDIUM MOTOR VEHICLE,0
TN,2023-03-01,MEDIUM PASSENGER VEHICLE,0
TN,2023-03-01,OTHER THAN MENTIONED ABOVE,0
TN,2023-03-01,THREE WHEELER (Invalid Carriage),0
TN,2023-03-01,THREE WHEELER(NT),1
TN,2023-03-01,THREE WHEELER(T),49
TN,2023-03-01,TWO WHEELER (Invalid Carriage),0
TN,2023-03-01,TWO WHEELER(NT),8360
TN,2023-03-01,TWO WHEELER(T),0
TN,2023-04-01,FOUR WHEELER (Invalid Carriage),0
TN,2023-04-01,HEAVY GOODS VEHICLE,0
TN,2023-04-01,HEAVY MOTOR VEHICLE,0
TN,2023-04-01,HEAVY PASSENGER VEHICLE,0
TN,2023-04-01,LIGHT GOODS VEHICLE,1
TN,2023-04-01,LIGHT MOTOR VEHICLE,351
TN,2023-04-01,LIGHT PASSENGER VEHICLE,3
TN,2023-04-01,MEDIUM GOODS VEHICLE,0
TN,2023-04-01,MEDIUM MOTOR VEHICLE,0
TN,2023-04-01,MEDIUM PASSENGER VEHICLE,0
TN,2023-04-01,OTHER THAN MENTIONED ABOVE,0
