State,Date,Vehicle Category,Registrations
KA,2021-04-01,HEAVY MOTOR VEHICLE,0
KA,2021-04-01,HEAVY PASSENGER VEHICLE,0
KA,2021-04-01,LIGHT GOODS VEHICLE,0
KA,2021-04-01,LIGHT MOTOR VEHICLE,82
KA,2021-04-01,LIGHT PASSENGER VEHICLE,0
KA,2021-04-01,MEDIUM GOODS VEHICLE,0
KA,2021-04-01,MEDIUM MOTOR VEHICLE,0
KA,2021-04-01,MEDIUM PASSENGER VEHICLE,0
KA,2021-04-01,OTHER THAN MENTIONED ABOVE,0
KA,2021-04-01,THREE WHEELER (Invalid Carriage),0
KA,2021-04-01,THREE WHEELER(NT),0
KA,2021-04-01,THREE WHEELER(T),27
KA,2021-04-01,TWO WHEELER (Invalid Carriage),0
KA,2021-04-01,TWO WHEELER(NT),555
KA,2021-04-01,TWO WHEELER(T),0
KA,2021-05-01,FOUR WHEELER (Invalid Carriage),0
KA,2021-05-01,HEAVY GOODS VEHICLE,0
KA,2021-05-01,HEAVY MOTOR VEHICLE,0
KA,2021-05-01,HEAVY PASSENGER VEHICLE,0
KA,2021-05-01,LIGHT GOODS VEHICLE,0
KA,2021-05-01,LIGHT MOTOR VEHICLE,2
KA,2021-05-01,LIGHT PASSENGER VEHICLE,0
KA,2021-05-01,MEDIUM GOODS VEHICLE,0
KA,2021-05-01,MEDIUM MOTOR VEHICLE,0
KA,2021-05-01,MEDIUM PASSENGER VEHICLE,0
KA,2021-05-01,OTHER THAN MENTIONED ABOVE,0
KA,2021-05-01,THREE WHEELER (Invalid Carriage),0
KA,2021-05-01,THREE WHEELER(NT),0
KA,2021-05-01,THREE WHEELER(T),0
KA,2021-05-01,TWO WHEELER (Invalid Carriage),0
KA,2021-05-01,TWO WHEELER(NT),24
KA,2021-05-01,TWO WHEELER(T),0
KA,2021-06-01,FOUR WHEELER (Invalid Carriage),0
KA,2021-06-01,HEAVY GOODS VEHICLE,0
KA,2021-06-01,HEAVY MOTOR VEHICLE,0
KA,2021-06-01,HEAVY PASSENGER VEHICLE,0
KA,2021-06-01,LIGHT GOODS VEHICLE,0
KA,2021-06-01,LIGHT MOTOR VEHICLE,64
KA,2021-06-01,LIGHT PASSENGER VEHICLE,1
KA,2021-06-01,MEDIUM GOODS VEHICLE,0
KA,2021-06-01,MEDIUM MOTOR VEHICLE,0
KA,2021-06-01,MEDIUM PASSENGER VEHICLE,0
KA,2021-06-01,OTHER THAN MENTIONED ABOVE,0
KA,2021-06-01,THREE WHEELER (Invalid Carriage),0
KA,2021-06-01,THREE WHEELER(NT),1
KA,2021-06-01,THREE WHEELER(T),3
KA,2021-06-01,TWO WHEELER (Invalid Carriage),0
KA,2021-06-01,TWO WHEELER(NT),153
KA,2021-06-01,TWO WHEELER(T),0
KA,2021-07-01,FOUR WHEELER (Invalid Carriage),0
KA,2021-07-01,HEAVY GOODS VEHICLE,0
KA,2021-07-01,HEAVY MOTOR VEHICLE,0
KA,2021-07-01,HEAVY PASSENGER VEHICLE,1
KA,2021-07-01,LIGHT GOODS VEHICLE,1
KA,2021-07-01,LIGHT MOTOR VEHICLE,141
KA,2021-07-01,LIGHT PASSENGER VEHICLE,2
KA,2021-07-01,MEDIUM GOODS VEHICLE,0
KA,2021-07-01,MEDIUM MOTOR VEHICLE,0
KA,2021-07-01,MEDIUM PASSENGER VEHICLE,0
KA,2021-07-01,OTHER THAN MENTIONED ABOVE,0
KA,2021-07-01,THREE WHEELER (Invalid Carriage),0
KA,2021-07-01,THREE WHEELER(NT),1
KA,2021-07-01,THREE WHEELER(T),44
KA,2021-07-01,TWO WHEELER (Invalid Carriage),0
KA,2021-07-01,TWO WHEELER(NT),1124
KA,2021-07-01,TWO WHEELER(T),0
KA,2021-08-01,FOUR WHEELER (Invalid Carriage),0
KA,2021-08-01,HEAVY GOODS VEHICLE,0
KA,2021-08-01,HEAVY MOTOR VEHICLE,0
KA,2021-08-01,HEAVY PASSENGER VEHICLE,0
KA,2021-08-01,LIGHT GOODS VEHICLE,0
KA,2021-08-01,LIGHT MOTOR VEHICLE,119
KA,2021-08-01,LIGHT PASSENGER VEHICLE,1
KA,2021-08-01,MEDIUM GOODS VEHICLE,0
KA,2021-08-01,MEDIUM MOTOR VEHICLE,0
KA,2021-08-01,MEDIUM PASSENGER VEHICLE,0
KA,2021-08-01,OTHER THAN MENTIONED ABOVE,0
KA,2021-08-01,THREE WHEELER (Invalid Carriage),0
KA,2021-08-01,THREE WHEELER(NT),0
KA,2021-08-01,THREE WHEELER(T),67
KA,2021-08-01,TWO WHEELER (Invalid Carriage),0
KA,2021-08-01,TWO WHEELER(NT),883
KA,2021-08-01,TWO WHEELER(T),0
KA,2021-09-01,FOUR WHEELER (Invalid Carriage),0
KA,2021-09-01,HEAVY GOODS VEHICLE,0
KA,2021-09-01,HEAVY MOTOR VEHICLE,0
KA,2021-09-01,HEAVY PASSENGER VEHICLE,0
KA,2021-09-01,LIGHT GOODS VEHICLE,1
KA,2021-09-01,LIGHT MOTOR VEHICLE,117
KA,2021-09-01,LIGHT PASSENGER VEHICLE,7
KA,2021-09-01,MEDIUM GOODS VEHICLE,0
KA,2021-09-01,MEDIUM MOTOR VEHICLE,0
KA,2021-09-01,MEDIUM PASSENGER VEHICLE,0
KA,2021-09-01,OTHER THAN MENTIONED ABOVE,0
KA,2021-09-01,THREE WHEELER (Invalid Carriage),0
KA,2021-09-01,THREE WHEELER(NT),1
KA,2021-09-01,THREE WHEELER(T),105
KA,2021-09-01,TWO WHEELER (Invalid Carriage),0
KA,2021-09-01,TWO WHEELER(NT),1475
KA,2021-09-01,TWO WHEELER(T),0
KA,2021-10-01,FOUR WHEELER (Invalid Carriage),0
KA,2021-10-01,HEAVY GOODS VEHICLE,0
KA,2021-10-01,HEAVY MOTOR VEHICLE,0
KA,2021-10-01,HEAVY PASSENGER VEHICLE,5
KA,2021-10-01,LIGHT GOODS VEHICLE,0
KA,2021-10-01,LIGHT MOTOR VEHICLE,129
KA,2021-10-01,LIGHT PASSENGER VEHICLE,4
KA,2021-10-01,MEDIUM GOODS VEHICLE,0
KA,2021-10-01,MEDIUM MOTOR VEHICLE,0
KA,2021-10-01,MEDIUM PASSENGER VEHICLE,0
KA,2021-10-01,OTHER THAN MENTIONED ABOVE,0
KA,2021-10-01,THREE WHEELER (Invalid Carriage),0
KA,2021-10-01,THREE WHEELER(NT),2
KA,2021-10-01,THREE WHEELER(T),105
KA,2021-10-01,TWO WHEELER (Invalid Carriage),0
KA,2021-10-01,TWO WHEELER(NT),3045
KA,2021-10-01,TWO WHEELER(T),0
KA,2021-11-01,FOUR WHEELER (Invalid Carriage),0
KA,2021-11-01,HEAVY GOODS VEHICLE,0
KA,2021-11-01,HEAVY MOTOR VEHICLE,0
KA,2021-11-01,HEAVY PASSENGER VEHICLE,0
KA,2021-11-01,LIGHT GOODS VEHICLE,1
KA,2021-11-01,LIGHT MOTOR VEHICLE,128
KA,2021-11-01,LIGHT PASSENGER VEHICLE,0
KA,2021-11-01,MEDIUM GOODS VEHICLE,0
KA,2021-11-01,MEDIUM MOTOR VEHICLE,0
KA,2021-11-01,MEDIUM PASSENGER VEHICLE,0
KA,2021-11-01,OTHER THAN MENTIONED ABOVE,0
KA,2021-11-01,THREE WHEELER (Invalid Carriage),0
KA,2021-11-01,THREE WHEELER(NT),0
KA,2021-11-01,THREE WHEELER(T),114
KA,2021-11-01,TWO WHEELER (Invalid Carriage),0
KA,2021-11-01,TWO WHEELER(NT),3168
KA,2021-11-01,TWO WHEELER(T),0
KA,2021-12-01,FOUR WHEELER (Invalid Carriage),0
KA,2021-12-01,HEAVY GOODS VEHICLE,0
KA,2021-12-01,HEAVY MOTOR VEHICLE,0
KA,2021-12-01,HEAVY PASSENGER VEHICLE,20
KA,2021-12-01,LIGHT GOODS VEHICLE,0
KA,2021-12-01,LIGHT MOTOR VEHICLE,114
KA,2021-12-01,LIGHT PASSENGER VEHICLE,9
KA,2021-12-01,MEDIUM GOODS VEHICLE,0
KA,2021-12-01,MEDIUM MOTOR VEHICLE,0
KA,2021-12-01,MEDIUM PASSENGER VEHICLE,0
KA,2021-12-01,OTHER THAN MENTIONED ABOVE,0
KA,2021-12-01,THREE WHEELER (Invalid Carriage),0
KA,2021-12-01,THREE WHEELER(NT),2
KA,2021-12-01,THREE WHEELER(T),101
KA,2021-12-01,TWO WHEELER (Invalid Carriage),0
KA,2021-12-01,TWO WHEELER(NT),3861
KA,2021-12-01,TWO WHEELER(T),0
KA,2022-01-01,FOUR WHEELER (Invalid Carriage),0
KA,2022-01-01,HEAVY GOODS VEHICLE,0
KA,2022-01-01,HEAVY MOTOR VEHICLE,0
KA,2022-01-01,HEAVY PASSENGER VEHICLE,20
KA,2022-01-01,LIGHT GOODS VEHICLE,0
KA,2022-01-01,LIGHT MOTOR VEHICLE,163
KA,2022-01-01,LIGHT PASSENGER VEHICLE,5
KA,2022-01-01,MEDIUM GOODS VEHICLE,0
KA,2022-01-01,MEDIUM MOTOR VEHICLE,0
KA,2022-01-01,MEDIUM PASSENGER VEHICLE,0
KA,2022-01-01,OTHER THAN MENTIONED ABOVE,0
KA,2022-01-01,THREE WHEELER (Invalid Carriage),0
KA,2022-01-01,THREE WHEELER(NT),1
KA,2022-01-01,THREE WHEELER(T),104
KA,2022-01-01,TWO WHEELER (Invalid Carriage),0
KA,2022-01-01,TWO WHEELER(NT),3728
KA,2022-01-01,TWO WHEELER(T),0
KA,2022-02-01,FOUR WHEELER (Invalid Carriage),0
KA,2022-02-01,HEAVY GOODS VEHICLE,0
KA,2022-02-01,HEAVY MOTOR VEHICLE,0
KA,2022-02-01,HEAVY PASSENGER VEHICLE,10
KA,2022-02-01,LIGHT GOODS VEHICLE,0
KA,2022-02-01,LIGHT MOTOR VEHICLE,187
KA,2022-02-01,LIGHT PASSENGER VEHICLE,4
KA,2022-02-01,MEDIUM GOODS VEHICLE,0
KA,2022-02-01,MEDIUM MOTOR VEHICLE,0
KA,2022-02-01,MEDIUM PASSENGER VEHICLE,0
KA,2022-02-01,OTHER THAN MENTIONED ABOVE,0
KA,2022-02-01,THREE WHEELER (Invalid Carriage),0
KA,2022-02-01,THREE WHEELER(NT),0
KA,2022-02-01,THREE WHEELER(T),66
KA,2022-02-01,TWO WHEELER (Invalid Carriage),0
KA,2022-02-01,TWO WHEELER(NT),4944
KA,2022-02-01,TWO WHEELER(T),1
KA,2022-03-01,FOUR WHEELER (Invalid Carriage),0
KA,2022-03-01,HEAVY GOODS VEHICLE,0
KA,2022-03-01,HEAVY MOTOR VEHICLE,0
KA,2022-03-01,HEAVY PASSENGER VEHICLE,34
KA,2022-03-01,LIGHT GOODS VEHICLE,0
KA,2022-03-01,LIGHT MOTOR VEHICLE,203
KA,2022-03-01,LIGHT PASSENGER VEHICLE,7
KA,2022-03-01,MEDIUM GOODS VEHICLE,0
KA,2022-03-01,MEDIUM MOTOR VEHICLE,0
KA,2022-03-01,MEDIUM PASSENGER VEHICLE,0
KA,2022-03-01,OTHER THAN MENTIONED ABOVE,0
KA,2022-03-01,THREE WHEELER (Invalid Carriage),0
KA,2022-03-01,THREE WHEELER(NT),0
KA,2022-03-01,THREE WHEELER(T),82
KA,2022-03-01,TWO WHEELER (Invalid Carriage),0
KA,2022-03-01,TWO WHEELER(NT),6992
KA,2022-03-01,TWO WHEELER(T),10
KA,2022-04-01,FOUR WHEELER (Invalid Carriage),0
KA,2022-04-01,HEAVY GOODS VEHICLE,0
KA,2022-04-01,HEAVY MOTOR VEHICLE,0
KA,2022-04-01,HEAVY PASSENGER VEHICLE,0
KA,2022-04-01,LIGHT GOODS VEHICLE,0
KA,2022-04-01,LIGHT MOTOR VEHICLE,223
KA,2022-04-01,LIGHT PASSENGER VEHICLE,22
KA,2022-04-01,MEDIUM GOODS VEHICLE,0
KA,2022-04-01,MEDIUM MOTOR VEHICLE,0
KA,2022-04-01,MEDIUM PASSENGER VEHICLE,0
KA,2022-04-01,OTHER THAN MENTIONED ABOVE,0
KA,2022-04-01,THREE WHEELER (Invalid Carriage),0
KA,2022-04-01,THREE WHEELER(NT),0
KA,2022-04-01,THREE WHEELER(T),106
KA,2022-04-01,TWO WHEELER (Invalid Carriage),2
KA,2022-04-01,TWO WHEELER(NT),8256
KA,2022-04-01,TWO WHEELER(T),0
KA,2022-05-01,FOUR WHEELER (Invalid Carriage),2
KA,2022-05-01,HEAVY GOODS VEHICLE,0
KA,2022-05-01,HEAVY MOTOR VEHICLE,0
KA,2022-05-01,HEAVY PASSENGER VEHICLE,0
KA,2022-05-01,LIGHT GOODS VEHICLE,0
KA,2022-05-01,LIGHT MOTOR VEHICLE,176
KA,2022-05-01,LIGHT PASSENGER VEHICLE,13
KA,2022-05-01,MEDIUM GOODS VEHICLE,0
KA,2022-05-01,MEDIUM MOTOR VEHICLE,0
KA,2022-05-01,MEDIUM PASSENGER VEHICLE,0
KA,2022-05-01,OTHER THAN MENTIONED ABOVE,0
KA,2022-05-01,THREE WHEELER (Invalid Carriage),0
KA,2022-05-01,THREE WHEELER(NT),0
KA,2022-05-01,THREE WHEELER(T),73
KA,2022-05-01,TWO WHEELER (Invalid Carriage),0
KA,2022-05-01,TWO WHEELER(NT),5582
KA,2022-05-01,TWO WHEELER(T),2
KA,2022-06-01,FOUR WHEELER (Invalid Carriage),0
KA,2022-06-01,HEAVY GOODS VEHICLE,0
KA,2022-06-01,HEAVY MOTOR VEHICLE,0
KA,2022-06-01,HEAVY PASSENGER VEHICLE,2
KA,2022-06-01,LIGHT GOODS VEHICLE,0
KA,2022-06-01,LIGHT MOTOR VEHICLE,226
KA,2022-06-01,LIGHT PASSENGER VEHICLE,106
KA,2022-06-01,MEDIUM GOODS VEHICLE,0
KA,2022-06-01,MEDIUM MOTOR VEHICLE,0
KA,2022-06-01,MEDIUM PASSENGER VEHICLE,0
KA,2022-06-01,OTHER THAN MENTIONED ABOVE,0
KA,2022-06-01,THREE WHEELER (Invalid Carriage),0
KA,2022-06-01,THREE WHEELER(NT),1
KA,2022-06-01,THREE WHEELER(T),120
KA,2022-06-01,TWO WHEELER (Invalid Carriage),2
KA,2022-06-01,TWO WHEELER(NT),6301
KA,2022-06-01,TWO WHEELER(T),0
KA,2022-07-01,FOUR WHEELER (Invalid Carriage),0
KA,2022-07-01,HEAVY GOODS VEHICLE,0
KA,2022-07-01,HEAVY MOTOR VEHICLE,0
KA,2022-07-01,HEAVY PASSENGER VEHICLE,36
KA,2022-07-01,LIGHT GOODS VEHICLE,0
KA,2022-07-01,LIGHT MOTOR VEHICLE,249
KA,2022-07-01,LIGHT PASSENGER VEHICLE,68
KA,2022-07-01,MEDIUM GOODS VEHICLE,0
KA,2022-07-01,MEDIUM MOTOR VEHICLE,0
KA,2022-07-01,MEDIUM PASSENGER VEHICLE,0
KA,2022-07-01,OTHER THAN MENTIONED ABOVE,0
KA,2022-07-01,THREE WHEELER (Invalid Carriage),0
KA,2022-07-01,THREE WHEELER(NT),0
KA,2022-07-01,THREE WHEELER(T),57
KA,2022-07-01,TWO WHEELER (Invalid Carriage),0
KA,2022-07-01,TWO WHEELER(NT),4890
KA,2022-07-01,TWO WHEELER(T),0
KA,2022-08-01,FOUR WHEELER (Invalid Carriage),0
KA,2022-08-01,HEAVY GOODS VEHICLE,0
KA,2022-08-01,HEAVY MOTOR VEHICLE,0
KA,2022-08-01,HEAVY PASSENGER VEHICLE,61
KA,2022-08-01,LIGHT GOODS VEHICLE,1
KA,2022-08-01,LIGHT MOTOR VEHICLE,258
KA,2022-08-01,LIGHT PASSENGER VEHICLE,54
KA,2022-08-01,MEDIUM GOODS VEHICLE,0
KA,2022-08-01,MEDIUM MOTOR VEHICLE,0
KA,2022-08-01,MEDIUM PASSENGER VEHICLE,0
KA,2022-08-01,OTHER THAN MENTIONED ABOVE,0
KA,2022-08-01,THREE WHEELER (Invalid Carriage),0
KA,2022-08-01,THREE WHEELER(NT),0
KA,2022-08-01,THREE WHEELER(T),106
KA,2022-08-01,TWO WHEELER (Invalid Carriage),0
KA,2022-08-01,TWO WHEELER(NT),6919
KA,2022-08-01,TWO WHEELER(T),14
KA,2022-09-01,FOUR WHEELER (Invalid Carriage),0
KA,2022-09-01,HEAVY GOODS VEHICLE,0
KA,2022-09-01,HEAVY MOTOR VEHICLE,0
KA,2022-09-01,HEAVY PASSENGER VEHICLE,73
KA,2022-09-01,LIGHT GOODS VEHICLE,0
KA,2022-09-01,LIGHT MOTOR VEHICLE,328
KA,2022-09-01,LIGHT PASSENGER VEHICLE,91
KA,2022-09-01,MEDIUM GOODS VEHICLE,0
KA,2022-09-01,MEDIUM MOTOR VEHICLE,0
KA,2022-09-01,MEDIUM PASSENGER VEHICLE,0
KA,2022-09-01,OTHER THAN MENTIONED ABOVE,0
KA,2022-09-01,THREE WHEELER (Invalid Carriage),0
KA,2022-09-01,THREE WHEELER(NT),0
KA,2022-09-01,THREE WHEELER(T),180
KA,2022-09-01,TWO WHEELER (Invalid Carriage),0
KA,2022-09-01,TWO WHEELER(NT),7243
KA,2022-09-01,TWO WHEELER(T),39
KA,2022-10-01,FOUR WHEELER (Invalid Carriage),0
KA,2022-10-01,HEAVY GOODS VEHICLE,0
KA,2022-10-01,HEAVY MOTOR VEHICLE,0
KA,2022-10-01,HEAVY PASSENGER VEHICLE,64
KA,2022-10-01,LIGHT GOODS VEHICLE,0
KA,2022-10-01,LIGHT MOTOR VEHICLE,348
KA,2022-10-01,LIGHT PASSENGER VEHICLE,111
KA,2022-10-01,MEDIUM GOODS VEHICLE,0
KA,2022-10-01,MEDIUM MOTOR VEHICLE,0
KA,2022-10-01,MEDIUM PASSENGER VEHICLE,0
KA,2022-10-01,OTHER THAN MENTIONED ABOVE,0
KA,2022-10-01,THREE WHEELER (Invalid Carriage),0
KA,2022-10-01,THREE WHEELER(NT),0
KA,2022-10-01,THREE WHEELER(T),208
KA,2022-10-01,TWO WHEELER (Invalid Carriage),1
KA,2022-10-01,TWO WHEELER(NT),9163
KA,2022-10-01,TWO WHEELER(T),47
KA,2022-11-01,FOUR WHEELER (Invalid Carriage),0
KA,2022-11-01,HEAVY GOODS VEHICLE,0
KA,2022-11-01,HEAVY MOTOR VEHICLE,0
KA,2022-11-01,HEAVY PASSENGER VEHICLE,28
KA,2022-11-01,LIGHT GOODS VEHICLE,0
KA,2022-11-01,LIGHT MOTOR VEHICLE,464
KA,2022-11-01,LIGHT PASSENGER VEHICLE,66
KA,2022-11-01,MEDIUM GOODS VEHICLE,0
KA,2022-11-01,MEDIUM MOTOR VEHICLE,0
KA,2022-11-01,MEDIUM PASSENGER VEHICLE,0
KA,2022-11-01,OTHER THAN MENTIONED ABOVE,0
KA,2022-11-01,THREE WHEELER (Invalid Carriage),0
KA,2022-11-01,THREE WHEELER(NT),0
KA,2022-11-01,THREE WHEELER(T),210
KA,2022-11-01,TWO WHEELER (Invalid Carriage),0
KA,2022-11-01,TWO WHEELER(NT),9767
KA,2022-11-01,TWO WHEELER(T),8
KA,2022-12-01,FOUR WHEELER (Invalid Carriage),0
KA,2022-12-01,HEAVY GOODS VEHICLE,0
KA,2022-12-01,HEAVY MOTOR VEHICLE,0
KA,2022-12-01,HEAVY PASSENGER VEHICLE,24
KA,2022-12-01,LIGHT GOODS VEHICLE,0
KA,2022-12-01,LIGHT MOTOR VEHICLE,339
KA,2022-12-01,LIGHT PASSENGER VEHICLE,67
KA,2022-12-01,MEDIUM GOODS VEHICLE,0
KA,2022-12-01,MEDIUM MOTOR VEHICLE,0
KA,2022-12-01,MEDIUM PASSENGER VEHICLE,0
KA,2022-12-01,OTHER THAN MENTIONED ABOVE,0
KA,2022-12-01,THREE WHEELER (Invalid Carriage),0
KA,2022-12-01,THREE WHEELER(NT),0
KA,2022-12-01,THREE WHEELER(T),133
KA,2022-12-01,TWO WHEELER (Invalid Carriage),1
KA,2022-12-01,TWO WHEELER(NT),7510
KA,2022-12-01,TWO WHEELER(T),32
KA,2023-01-01,FOUR WHEELER (Invalid Carriage),0
KA,2023-01-01,HEAVY GOODS VEHICLE,0
KA,2023-01-01,HEAVY MOTOR VEHICLE,0
KA,2023-01-01,HEAVY PASSENGER VEHICLE,36
KA,2023-01-01,LIGHT GOODS VEHICLE,0
KA,2023-01-01,LIGHT MOTOR VEHICLE,374
KA,2023-01-01,LIGHT PASSENGER VEHICLE,113
KA,2023-01-01,MEDIUM GOODS VEHICLE,0
KA,2023-01-01,MEDIUM MOTOR VEHICLE,0
KA,2023-01-01,MEDIUM PASSENGER VEHICLE,0
KA,2023-01-01,OTHER THAN MENTIONED ABOVE,0
KA,2023-01-01,THREE WHEELER (Invalid Carriage),0
KA,2023-01-01,THREE WHEELER(NT),1
KA,2023-01-01,THREE WHEELER(T),158
KA,2023-01-01,TWO WHEELER (Invalid Carriage),1
KA,2023-01-01,TWO WHEELER(NT),9811
KA,2023-01-01,TWO WHEELER(T),1
KA,2023-02-01,FOUR WHEELER (Invalid Carriage),0
KA,2023-02-01,HEAVY GOODS VEHICLE,0
KA,2023-02-01,HEAVY MOTOR VEHICLE,0
KA,2023-02-01,HEAVY PASSENGER VEHICLE,19
KA,2023-02-01,LIGHT GOODS VEHICLE,0
KA,2023-02-01,LIGHT MOTOR VEHICLE,451
KA,2023-02-01,LIGHT PASSENGER VEHICLE,130
KA,2023-02-01,MEDIUM GOODS VEHICLE,0
KA,2023-02-01,MEDIUM MOTOR VEHICLE,0
KA,2023-02-01,MEDIUM PASSENGER VEHICLE,0
KA,2023-02-01,OTHER THAN MENTIONED ABOVE,0
KA,2023-02-01,THREE WHEELER (Invalid Carriage),0
KA,2023-02-01,THREE WHEELER(NT),0
KA,2023-02-01,THREE WHEELER(T),161
KA,2023-02-01,TWO WHEELER (Invalid Carriage),1
KA,2023-02-01,TWO WHEELER(NT),10133
KA,2023-02-01,TWO WHEELER(T),30
KA,2023-03-01,FOUR WHEELER (Invalid Carriage),0
KA,2023-03-01,HEAVY GOODS VEHICLE,0
KA,2023-03-01,HEAVY MOTOR VEHICLE,0
KA,2023-03-01,HEAVY PASSENGER VEHICLE,52
KA,2023-03-01,LIGHT GOODS VEHICLE,0
KA,2023-03-01,LIGHT MOTOR VEHICLE,770
KA,2023-03-01,LIGHT PASSENGER VEHICLE,223
KA,2023-03-01,MEDIUM GOODS VEHICLE,0
KA,2023-03-01,MEDIUM MOTOR VEHICLE,0
KA,2023-03-01,MEDIUM PASSENGER VEHICLE,0
KA,2023-03-01,OTHER THAN MENTIONED ABOVE,1
KA,2023-03-01,THREE WHEELER (Invalid Carriage),0
KA,2023-03-01,THREE WHEELER(NT),1
KA,2023-03-01,THREE WHEELER(T),356
KA,2023-03-01,TWO WHEELER (Invalid Carriage),7
KA,2023-03-01,TWO WHEELER(NT),13020
KA,2023-03-01,TWO WHEELER(T),5
KA,2023-04-01,FOUR WHEELER (Invalid Carriage),2
KA,2023-04-01,HEAVY GOODS VEHICLE,0
KA,2023-04-01,HEAVY MOTOR VEHICLE,0
KA,2023-04-01,HEAVY PASSENGER VEHICLE,29
KA,2023-04-01,LIGHT GOODS VEHICLE,1
KA,2023-04-01,LIGHT MOTOR VEHICLE,538
KA,2023-04-01,LIGHT PASSENGER VEHICLE,154
KA,2023-04-01,MEDIUM GOODS VEHICLE,0
KA,2023-04-01,MEDIUM MOTOR VEHICLE,0
KA,2023-04-01,MEDIUM PASSENGER VEHICLE,0
KA,2023-04-01,OTHER THAN MENTIONED ABOVE,0
KA,2023-04-01,THREE WHEELER (Invalid Carriage),0
KA,2023-04-01,THREE WHEELER(NT),0
KA,2023-04-01,THREE WHEELER(T),178
KA,2023-04-01,TWO WHEELER (Invalid Carriage),1
KA,2023-04-01,TWO WHEELER(NT),9684
KA,2023-04-01,TWO WHEELER(T),0
KA,2023-05-01,FOUR WHEELER (Invalid Carriage),0
KA,2023-05-01,HEAVY GOODS VEHICLE,0
KA,2023-05-01,HEAVY MOTOR VEHICLE,0
KA,2023-05-01,HEAVY PASSENGER VEHICLE,1
KA,2023-05-01,LIGHT GOODS VEHICLE,5
KA,2023-05-01,LIGHT MOTOR VEHICLE,671
KA,2023-05-01,LIGHT PASSENGER VEHICLE,200
KA,2023-05-01,MEDIUM GOODS VEHICLE,0
KA,2023-05-01,MEDIUM MOTOR VEHICLE,0
KA,2023-05-01,MEDIUM PASSENGER VEHICLE,0
KA,2023-05-01,OTHER THAN MENTIONED ABOVE,0
KA,2023-05-01,THREE WHEELER (Invalid Carriage),0
KA,2023-05-01,THREE WHEELER(NT),0
KA,2023-05-01,THREE WHEELER(T),151
KA,2023-05-01,TWO WHEELER (Invalid Carriage),0
KA,2023-05-01,TWO WHEELER(NT),17207
KA,2023-05-01,TWO WHEELER(T),53
KA,2023-06-01,FOUR WHEELER (Invalid Carriage),1
KA,2023-06-01,HEAVY GOODS VEHICLE,0
KA,2023-06-01,HEAVY MOTOR VEHICLE,0
KA,2023-06-01,HEAVY PASSENGER VEHICLE,0
KA,2023-06-01,LIGHT GOODS VEHICLE,37
KA,2023-06-01,LIGHT MOTOR VEHICLE,849
KA,2023-06-01,LIGHT PASSENGER VEHICLE,150
KA,2023-06-01,MEDIUM GOODS VEHICLE,0
KA,2023-06-01,MEDIUM MOTOR VEHICLE,0
KA,2023-06-01,MEDIUM PASSENGER VEHICLE,0
KA,2023-06-01,OTHER THAN MENTIONED ABOVE,0
KA,2023-06-01,THREE WHEELER (Invalid Carriage),0
KA,2023-06-01,THREE WHEELER(NT),0
KA,2023-06-01,THREE WHEELER(T),165
KA,2023-06-01,TWO WHEELER (Invalid Carriage),0
KA,2023-06-01,TWO WHEELER(NT),7838
KA,2023-06-01,TWO WHEELER(T),0
KA,2023-07-01,FOUR WHEELER (Invalid Carriage),1
KA,2023-07-01,HEAVY GOODS VEHICLE,0
KA,2023-07-01,HEAVY MOTOR VEHICLE,0
KA,2023-07-01,HEAVY PASSENGER VEHICLE,9
KA,2023-07-01,LIGHT GOODS VEHICLE,33
KA,2023-07-01,LIGHT MOTOR VEHICLE,958
KA,2023-07-01,LIGHT PASSENGER VEHICLE,134
KA,2023-07-01,MEDIUM GOODS VEHICLE,0
KA,2023-07-01,MEDIUM MOTOR VEHICLE,0
KA,2023-07-01,MEDIUM PASSENGER VEHICLE,0
KA,2023-07-01,OTHER THAN MENTIONED ABOVE,0
KA,2023-07-01,THREE WHEELER (Invalid Carriage),0
KA,2023-07-01,THREE WHEELER(NT),0
KA,2023-07-01,THREE WHEELER(T),268
KA,2023-07-01,TWO WHEELER (Invalid Carriage),0
KA,2023-07-01,TWO WHEELER(NT),9647
KA,2023-07-01,TWO WHEELER(T),15
KA,2023-08-01,FOUR WHEELER (Invalid Carriage),0
KA,2023-08-01,HEAVY GOODS VEHICLE,1
KA,2023-08-01,HEAVY MOTOR VEHICLE,0
KA,2023-08-01,HEAVY PASSENGER VEHICLE,0
KA,2023-08-01,LIGHT GOODS VEHICLE,19
KA,2023-08-01,LIGHT MOTOR VEHICLE,775
KA,2023-08-01,LIGHT PASSENGER VEHICLE,273
KA,2023-08-01,MEDIUM GOODS VEHICLE,0
KA,2023-08-01,MEDIUM MOTOR VEHICLE,0
KA,2023-08-01,MEDIUM PASSENGER VEHICLE,0
KA,2023-08-01,OTHER THAN MENTIONED ABOVE,0
KA,2023-08-01,THREE WHEELER (Invalid Carriage),0
KA,2023-08-01,THREE WHEELER(NT),0
KA,2023-08-01,THREE WHEELER(T),144
KA,2023-08-01,TWO WHEELER (Invalid Carriage),1
KA,2023-08-01,TWO WHEELER(NT),9699
KA,2023-08-01,TWO WHEELER(T),59
KA,2023-09-01,FOUR WHEELER (Invalid Carriage),0
KA,2023-09-01,HEAVY GOODS VEHICLE,2
KA,2023-09-01,HEAVY MOTOR VEHICLE,0
